creature_id,display_name,body,trait,cost,attack,hp,speed,weird,ability_name
"004-082","忍者屋台","屋台","忍者","5","4","6","4","6","忍者化屋台体"
"004-083","忍者温泉","温泉","忍者","5","4","6","4","6","忍者化温泉体"
"004-084","忍者畳","畳","忍者","5","4","6","4","6","忍者化畳体"
"004-085","忍者路地","路地","忍者","5","4","6","4","6","忍者化路地体"
"004-086","忍者地下","地下","忍者","5","4","6","4","6","忍者化地下体"
"004-087","忍者電車","電車","忍者","5","4","6","4","6","忍者化電車体"
"004-088","忍者ロボ","ロボ","忍者","5","4","6","4","6","忍者化ロボ体"
"004-089","忍者宇宙","宇宙","忍者","5","4","6","4","6","忍者化宇宙体"
"004-090","忍者時空","時空","忍者","5","4","6","4","6","忍者化時空体"
"004-091","忍者早口","早口","忍者","5","4","5","5","8","忍者化早口体"
"004-092","忍者無口","無口","忍者","5","4","5","5","8","忍者化無口体"
"004-093","忍者巨大","巨大","忍者","5","4","5","5","8","忍者化巨大体"
"004-094","忍者極小","極小","忍者","5","4","5","5","8","忍者化極小体"
"004-095","忍者逆立ち","逆立ち","忍者","5","4","5","5","8","忍者化逆立ち体"
"004-096","忍者透明","透明","忍者","5","4","5","5","8","忍者化透明体"
"004-097","忍者分身","分身","忍者","5","4","5","5","8","忍者化分身体"
"004-098","忍者暴走","暴走","忍者","5","4","5","5","8","忍者化暴走体"
"004-099","忍者変身","変身","忍者","5","4","5","5","8","忍者化変身体"
"004-100","忍者最終","最終","忍者","5","4","5","5","8","忍者化最終体"
"005-001","侍爺","爺","侍","4","3","6","3","5","侍化爺体"
"005-002","侍婆","婆","侍","4","3","6","3","5","侍化婆体"
"005-003","侍番長","番長","侍","4","3","6","3","5","侍化番長体"
"005-004","侍忍者","忍者","侍","4","3","6","3","5","侍化忍者体"
"005-005","侍侍","侍","侍","4","3","6","3","4","侍化侍体"
"005-006","侍博士","博士","侍","4","3","6","4","4","侍化博士体"
"005-007","侍王様","王様","侍","4","3","6","4","4","侍化王様体"
"005-008","侍姫","姫","侍","4","3","6","4","4","侍化姫体"
"005-009","侍僧侶","僧侶","侍","4","3","6","4","4","侍化僧侶体"
"005-010","侍商人","商人","侍","4","3","6","4","4","侍化商人体"
"005-011","侍受験","受験","侍","4","2","6","3","6","侍化受験体"
"005-012","侍宿題","宿題","侍","4","2","6","3","6","侍化宿題体"
"005-013","侍赤点","赤点","侍","4","2","6","3","6","侍化赤点体"
"005-014","侍合格","合格","侍","4","2","6","3","6","侍化合格体"
"005-015","侍部活","部活","侍","4","2","6","3","6","侍化部活体"
"005-016","侍文化祭","文化祭","侍","4","2","6","3","6","侍化文化祭体"
"005-017","侍校長","校長","侍","4","2","6","3","6","侍化校長体"
"005-018","侍黒板","黒板","侍","4","2","6","3","6","侍化黒板体"
"005-019","侍消しゴム","消しゴム","侍","4","2","6","3","6","侍化消しゴム体"
"005-020","侍給食","給食","侍","4","2","6","3","6","侍化給食体"
"005-021","侍コブシ","コブシ","侍","5","5","5","4","3","侍化コブシ体"
"005-022","侍牙","牙","侍","5","5","5","4","3","侍化牙体"
"005-023","侍角","角","侍","5","5","5","4","3","侍化角体"
"005-024","侍翼","翼","侍","5","5","5","4","3","侍化翼体"
"005-025","侍尻尾","尻尾","侍","5","5","5","4","3","侍化尻尾体"
"005-026","侍目玉","目玉","侍","5","5","5","4","3","侍化目玉体"
"005-027","侍背骨","背骨","侍","5","5","5","4","3","侍化背骨体"
"005-028","侍鎧","鎧","侍","5","5","5","4","3","侍化鎧体"
"005-029","侍鉄球","鉄球","侍","5","5","5","4","3","侍化鉄球体"
"005-030","侍大砲","大砲","侍","5","5","5","4","3","侍化大砲体"
"005-031","侍火山","火山","侍","5","4","5","5","5","侍化火山体"
"005-032","侍雷","雷","侍","5","4","5","5","5","侍化雷体"
"005-033","侍嵐","嵐","侍","5","4","5","5","5","侍化嵐体"
"005-034","侍雪","雪","侍","5","4","5","5","5","侍化雪体"
"005-035","侍砂漠","砂漠","侍","5","4","5","5","5","侍化砂漠体"
"005-036","侍森","森","侍","5","4","5","5","5","侍化森体"
"005-037","侍海","海","侍","5","4","5","5","5","侍化海体"
"005-038","侍月","月","侍","5","4","5","5","5","侍化月体"
"005-039","侍太陽","太陽","侍","5","4","5","5","5","侍化太陽体"
"005-040","侍星","星","侍","5","4","5","5","5","侍化星体"
"005-041","侍猫","猫","侍","5","4","5","6","3","侍化猫体"
"005-042","侍犬","犬","侍","5","4","5","6","3","侍化犬体"
"005-043","侍蛙","蛙","侍","5","4","5","6","3","侍化蛙体"
"005-044","侍鴉","鴉","侍","5","4","5","6","3","侍化鴉体"
"005-045","侍鯨","鯨","侍","5","4","5","6","3","侍化鯨体"
"005-046","侍蛇","蛇","侍","5","4","5","6","3","侍化蛇体"
"005-047","侍蜘蛛","蜘蛛","侍","5","4","5","6","3","侍化蜘蛛体"
"005-048","侍鮫","鮫","侍","5","4","5","6","3","侍化鮫体"
"005-049","侍狐","狐","侍","5","4","5","6","3","侍化狐体"
"005-050","侍亀","亀","侍","5","4","5","6","3","侍化亀体"
"005-051","侍怒り","怒り","侍","5","2","5","4","8","侍化怒り体"
"005-052","侍涙","涙","侍","5","2","5","4","8","侍化涙体"
"005-053","侍笑い","笑い","侍","5","2","5","4","8","侍化笑い体"
"005-054","侍眠り","眠り","侍","5","2","5","4","8","侍化眠り体"
"005-055","侍夢","夢","侍","5","2","5","4","8","侍化夢体"
"005-056","侍記憶","記憶","侍","5","2","5","4","8","侍化記憶体"
"005-057","侍勇気","勇気","侍","5","2","5","4","8","侍化勇気体"
"005-058","侍嘘","嘘","侍","5","2","5","4","8","侍化嘘体"
"005-059","侍影","影","侍","5","2","5","4","8","侍化影体"
"005-060","侍光","光","侍","5","2","5","4","8","侍化光体"
"005-061","侍鬼","鬼","侍","6","5","6","4","7","侍化鬼体"
"005-062","侍天狗","天狗","侍","6","5","6","4","7","侍化天狗体"
"005-063","侍河童","河童","侍","6","5","6","4","7","侍化河童体"
"005-064","侍幽霊","幽霊","侍","6","5","6","4","7","侍化幽霊体"
"005-065","侍妖精","妖精","侍","6","5","6","4","7","侍化妖精体"
"005-066","侍魔王","魔王","侍","6","5","6","4","7","侍化魔王体"
"005-067","侍勇者","勇者","侍","6","5","6","4","7","侍化勇者体"
"005-068","侍魔法","魔法","侍","6","5","6","4","7","侍化魔法体"
"005-069","侍呪い","呪い","侍","6","5","6","4","7","侍化呪い体"
"005-070","侍祈り","祈り","侍","6","5","6","4","7","侍化祈り体"
"005-071","侍鍋","鍋","侍","4","2","7","3","5","侍化鍋体"
"005-072","侍団子","団子","侍","4","2","7","3","5","侍化団子体"
"005-073","侍饅頭","饅頭","侍","4","2","7","3","5","侍化饅頭体"
"005-074","侍傘","傘","侍","4","2","7","3","5","侍化傘体"
"005-075","侍提灯","提灯","侍","4","2","7","3","5","侍化提灯体"
"005-076","侍鏡","鏡","侍","4","2","7","3","5","侍化鏡体"
"005-077","侍時計","時計","侍","4","2","7","3","5","侍化時計体"
"005-078","侍磁石","磁石","侍","4","2","7","3","5","侍化磁石体"
"005-079","侍歯車","歯車","侍","4","2","7","3","5","侍化歯車体"
"005-080","侍鍵","鍵","侍","4","2","7","3","5","侍化鍵体"
"005-081","侍祭り","祭り","侍","5","4","6","4","6","侍化祭り体"
"005-082","侍屋台","屋台","侍","5","4","6","4","6","侍化屋台体"
"005-083","侍温泉","温泉","侍","5","4","6","4","6","侍化温泉体"
"005-084","侍畳","畳","侍","5","4","6","4","6","侍化畳体"
"005-085","侍路地","路地","侍","5","4","6","4","6","侍化路地体"
"005-086","侍地下","地下","侍","5","4","6","4","6","侍化地下体"
"005-087","侍電車","電車","侍","5","4","6","4","6","侍化電車体"
"005-088","侍ロボ","ロボ","侍","5","4","6","4","6","侍化ロボ体"
"005-089","侍宇宙","宇宙","侍","5","4","6","4","6","侍化宇宙体"
"005-090","侍時空","時空","侍","5","4","6","4","6","侍化時空体"
"005-091","侍早口","早口","侍","5","4","5","5","8","侍化早口体"
"005-092","侍無口","無口","侍","5","4","5","5","8","侍化無口体"
"005-093","侍巨大","巨大","侍","5","4","5","5","8","侍化巨大体"
"005-094","侍極小","極小","侍","5","4","5","5","8","侍化極小体"
"005-095","侍逆立ち","逆立ち","侍","5","4","5","5","8","侍化逆立ち体"
"005-096","侍透明","透明","侍","5","4","5","5","8","侍化透明体"
"005-097","侍分身","分身","侍","5","4","5","5","8","侍化分身体"
"005-098","侍暴走","暴走","侍","5","4","5","5","8","侍化暴走体"
"005-099","侍変身","変身","侍","5","4","5","5","8","侍化変身体"
"005-100","侍最終","最終","侍","5","4","5","5","8","侍化最終体"
"006-001","博士爺","爺","博士","4","3","6","3","5","博士化爺体"
"006-002","博士婆","婆","博士","4","3","6","3","5","博士化婆体"
"006-003","博士番長","番長","博士","4","3","6","3","5","博士化番長体"
"006-004","博士忍者","忍者","博士","4","3","6","3","5","博士化忍者体"
"006-005","博士侍","侍","博士","4","3","6","3","5","博士化侍体"
"006-006","博士博士","博士","博士","4","3","6","3","4","博士化博士体"
"006-007","博士王様","王様","博士","4","3","6","4","4","博士化王様体"
"006-008","博士姫","姫","博士","4","3","6","4","4","博士化姫体"
"006-009","博士僧侶","僧侶","博士","4","3","6","4","4","博士化僧侶体"
"006-010","博士商人","商人","博士","4","3","6","4","4","博士化商人体"
"006-011","博士受験","受験","博士","4","2","6","3","6","博士化受験体"
"006-012","博士宿題","宿題","博士","4","2","6","3","6","博士化宿題体"
"006-013","博士赤点","赤点","博士","4","2","6","3","6","博士化赤点体"
"006-014","博士合格","合格","博士","4","2","6","3","6","博士化合格体"
"006-015","博士部活","部活","博士","4","2","6","3","6","博士化部活体"
"006-016","博士文化祭","文化祭","博士","4","2","6","3","6","博士化文化祭体"
"006-017","博士校長","校長","博士","4","2","6","3","6","博士化校長体"
"006-018","博士黒板","黒板","博士","4","2","6","3","6","博士化黒板体"
"006-019","博士消しゴム","消しゴム","博士","4","2","6","3","6","博士化消しゴム体"
"006-020","博士給食","給食","博士","4","2","6","3","6","博士化給食体"
"006-021","博士コブシ","コブシ","博士","5","5","5","4","3","博士化コブシ体"
"006-022","博士牙","牙","博士","5","5","5","4","3","博士化牙体"
"006-023","博士角","角","博士","5","5","5","4","3","博士化角体"
"006-024","博士翼","翼","博士","5","5","5","4","3","博士化翼体"
"006-025","博士尻尾","尻尾","博士","5","5","5","4","3","博士化尻尾体"
"006-026","博士目玉","目玉","博士","5","5","5","4","3","博士化目玉体"
"006-027","博士背骨","背骨","博士","5","5","5","4","3","博士化背骨体"
"006-028","博士鎧","鎧","博士","5","5","5","4","3","博士化鎧体"
"006-029","博士鉄球","鉄球","博士","5","5","5","4","3","博士化鉄球体"
"006-030","博士大砲","大砲","博士","5","5","5","4","3","博士化大砲体"
"006-031","博士火山","火山","博士","5","4","5","5","5","博士化火山体"
"006-032","博士雷","雷","博士","5","4","5","5","5","博士化雷体"
"006-033","博士嵐","嵐","博士","5","4","5","5","5","博士化嵐体"
"006-034","博士雪","雪","博士","5","4","5","5","5","博士化雪体"
"006-035","博士砂漠","砂漠","博士","5","4","5","5","5","博士化砂漠体"
"006-036","博士森","森","博士","5","4","5","5","5","博士化森体"
"006-037","博士海","海","博士","5","4","5","5","5","博士化海体"
"006-038","博士月","月","博士","5","4","5","5","5","博士化月体"
"006-039","博士太陽","太陽","博士","5","4","5","5","5","博士化太陽体"
"006-040","博士星","星","博士","5","4","5","5","5","博士化星体"
"006-041","博士猫","猫","博士","5","4","5","6","3","博士化猫体"
"006-042","博士犬","犬","博士","5","4","5","6","3","博士化犬体"
"006-043","博士蛙","蛙","博士","5","4","5","6","3","博士化蛙体"
"006-044","博士鴉","鴉","博士","5","4","5","6","3","博士化鴉体"
"006-045","博士鯨","鯨","博士","5","4","5","6","3","博士化鯨体"
"006-046","博士蛇","蛇","博士","5","4","5","6","3","博士化蛇体"
"006-047","博士蜘蛛","蜘蛛","博士","5","4","5","6","3","博士化蜘蛛体"
"006-048","博士鮫","鮫","博士","5","4","5","6","3","博士化鮫体"
"006-049","博士狐","狐","博士","5","4","5","6","3","博士化狐体"
"006-050","博士亀","亀","博士","5","4","5","6","3","博士化亀体"
"006-051","博士怒り","怒り","博士","5","2","5","4","8","博士化怒り体"
"006-052","博士涙","涙","博士","5","2","5","4","8","博士化涙体"
"006-053","博士笑い","笑い","博士","5","2","5","4","8","博士化笑い体"
"006-054","博士眠り","眠り","博士","5","2","5","4","8","博士化眠り体"
"006-055","博士夢","夢","博士","5","2","5","4","8","博士化夢体"
"006-056","博士記憶","記憶","博士","5","2","5","4","8","博士化記憶体"
"006-057","博士勇気","勇気","博士","5","2","5","4","8","博士化勇気体"
"006-058","博士嘘","嘘","博士","5","2","5","4","8","博士化嘘体"
"006-059","博士影","影","博士","5","2","5","4","8","博士化影体"
"006-060","博士光","光","博士","5","2","5","4","8","博士化光体"
"006-061","博士鬼","鬼","博士","6","5","6","4","7","博士化鬼体"
"006-062","博士天狗","天狗","博士","6","5","6","4","7","博士化天狗体"
"006-063","博士河童","河童","博士","6","5","6","4","7","博士化河童体"
"006-064","博士幽霊","幽霊","博士","6","5","6","4","7","博士化幽霊体"
"006-065","博士妖精","妖精","博士","6","5","6","4","7","博士化妖精体"
"006-066","博士魔王","魔王","博士","6","5","6","4","7","博士化魔王体"
"006-067","博士勇者","勇者","博士","6","5","6","4","7","博士化勇者体"
"006-068","博士魔法","魔法","博士","6","5","6","4","7","博士化魔法体"
"006-069","博士呪い","呪い","博士","6","5","6","4","7","博士化呪い体"
"006-070","博士祈り","祈り","博士","6","5","6","4","7","博士化祈り体"
"006-071","博士鍋","鍋","博士","4","2","7","3","5","博士化鍋体"
"006-072","博士団子","団子","博士","4","2","7","3","5","博士化団子体"
"006-073","博士饅頭","饅頭","博士","4","2","7","3","5","博士化饅頭体"
"006-074","博士傘","傘","博士","4","2","7","3","5","博士化傘体"
"006-075","博士提灯","提灯","博士","4","2","7","3","5","博士化提灯体"
"006-076","博士鏡","鏡","博士","4","2","7","3","5","博士化鏡体"
"006-077","博士時計","時計","博士","4","2","7","3","5","博士化時計体"
"006-078","博士磁石","磁石","博士","4","2","7","3","5","博士化磁石体"
"006-079","博士歯車","歯車","博士","4","2","7","3","5","博士化歯車体"
"006-080","博士鍵","鍵","博士","4","2","7","3","5","博士化鍵体"
"006-081","博士祭り","祭り","博士","5","4","6","4","6","博士化祭り体"
"006-082","博士屋台","屋台","博士","5","4","6","4","6","博士化屋台体"
"006-083","博士温泉","温泉","博士","5","4","6","4","6","博士化温泉体"
"006-084","博士畳","畳","博士","5","4","6","4","6","博士化畳体"
"006-085","博士路地","路地","博士","5","4","6","4","6","博士化路地体"
"006-086","博士地下","地下","博士","5","4","6","4","6","博士化地下体"
"006-087","博士電車","電車","博士","5","4","6","4","6","博士化電車体"
"006-088","博士ロボ","ロボ","博士","5","4","6","4","6","博士化ロボ体"
